index,product,category,sub_category,brand,sale_price,market_price,type,rating,Stock Quantity,Reorder Level,Supplier Info,Lead Time (Days),Last Restock Date,Units Sold,avg_daily_demand,safety_stock,reorder_level,holding_cost,eoq,status,recommendation
19730,Black Pepper - Corn,"Foodgrains, Oil & Masala",Masalas & Spices,Turn Organic ,149.25,199,Blended Masalas,3.9,34,,Supplier A,6,15:10.5,25,0.833333333,0,5,39.8,11,Adequate,Stock adequate. Review in 35 days
14398,Halloween Fever Eau De Parfum,Beauty & Hygiene,Fragrances & Deos,J Del Pozo,975,1950,Eau De Parfum,,68,,Supplier A,6,15:10.5,37,1.233333333,1,8,390,4,Adequate,Stock adequate. Review in 49 days
650,Breakfast Protein Variety Bar - Almond Coconut,Gourmet & World Food,Cereals & Breakfast,Yoga bar,290,290,Cereal & Granola Bars,3.8,46,,Supplier C,5,15:10.5,48,1.6,1,9,58,13,Adequate,Stock adequate. Review in 23 days
12930,Men Sport Defence Underarm Protection Deodorant,Beauty & Hygiene,Fragrances & Deos,Rexona,185.25,195,Men's Deodorants,3.1,79,,Supplier A,10,15:10.5,1,0.033333333,0,0,39,2,Adequate,Stock adequate. Review in 2370 days
22588,Apple - with No Added Sugar,Beverages,Fruit Juices & Drinks,Real Activ,209.52,270,Juices,4.1,16,,Supplier A,6,15:10.5,4,0.133333333,0,1,54,4,Adequate,Stock adequate. Review in 112 days
19236,Organic Pearl Millet,"Foodgrains, Oil & Masala",Organic Staples,MeraKisan,120,120,Organic Millet & Flours,5,13,,Supplier C,12,15:10.5,27,0.9,1,11,24,15,Adequate,Stock adequate. Review in 2 days
366,"Pork - Mortadella with Olives, Sliced","Eggs, Meat & Fish","Sausages, Bacon & Salami",Fresho Signature,410.4,456,Pork & Ham,,50,,Supplier A,12,15:10.5,21,0.7,0,9,91.2,7,Adequate,Stock adequate. Review in 59 days
19487,Pre Shave Foam - Classic Regular,Beauty & Hygiene,Men's Grooming,Gillette,134.21,199,Shaving Care,4.5,70,,Supplier A,8,15:10.5,48,1.6,1,14,39.8,16,Adequate,Stock adequate. Review in 35 days
18810,Intense Oil Clear Lemon Face Wash,Beauty & Hygiene,Men's Grooming,Himalaya Men,112,160,Face & Body,4.2,43,,Supplier C,12,15:10.5,48,1.6,1,20,32,17,Adequate,Stock adequate. Review in 14 days
27259,English Lavender Deodorant Roll On Antiperspirant - For Women,Beauty & Hygiene,Fragrances & Deos,Yardley London,122.5,175,Women's Deodorants,4.2,38,,Supplier A,11,15:10.5,34,1.133333333,1,13,35,14,Adequate,Stock adequate. Review in 22 days
2116,Orange Marmalade Jam,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",Kissan,160,160,"Jam, Conserve, Marmalade",4.3,78,,Supplier A,6,15:10.5,25,0.833333333,0,5,32,12,Adequate,Stock adequate. Review in 88 days
10430,"Snacks - Super Rings, Cheese Flavoured",Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Oriental,80,80,"Healthy, Baked Snacks",,36,,Supplier C,14,15:10.5,19,0.633333333,0,9,16,15,Adequate,Stock adequate. Review in 43 days
5566,Ultra Mosquito Repellant - Starter Pack,Cleaning & Household,Fresheners & Repellents,All Out,86,89,Mosquito Repellent,4.2,61,,Supplier A,13,15:10.5,41,1.366666667,1,19,17.8,21,Adequate,Stock adequate. Review in 31 days
8946,Jaljeera Flavour Sattuz,Gourmet & World Food,Drinks & Beverages,Sattuz,300,300,Health Drinks,,83,,Supplier C,11,15:10.5,10,0.333333333,0,4,60,6,Adequate,Stock adequate. Review in 237 days
11044,Sriracha Hot Chilli Sauce,Gourmet & World Food,"Sauces, Spreads & Dips",Real Thai,290,290,Thai & Asian Sauces,3.6,63,,Supplier A,8,15:10.5,9,0.3,0,3,58,6,Adequate,Stock adequate. Review in 200 days
2183,"Baby Premium Feeding Bottle - Glass, Green MM-GP 8A",Baby Care,Feeding & Nursing,Mee Mee,329,329,Sippers & Bottles,4.4,79,,Supplier A,14,15:10.5,8,0.266666667,0,4,65.8,5,Adequate,Stock adequate. Review in 281 days
20848,Cheesy Potato Pockets,Snacks & Branded Foods,Frozen Veggies & Snacks,Iceland,195,195,Frozen Veg Snacks,4.3,43,,Supplier C,12,15:10.5,29,0.966666667,1,12,39,12,Adequate,Stock adequate. Review in 32 days
15908,Parmesan Grana Padano D.O.P Cheese - Grated,Gourmet & World Food,Dairy & Cheese,Fresho Signature,478.8,532,International Cheese,,17,,Supplier B,3,15:10.5,48,1.6,0,5,106.4,9,Adequate,Stock adequate. Review in 8 days
23027,Sorghum/Jowar Flakes,"Foodgrains, Oil & Masala",Dals & Pulses,Ammi Samayal,70,70,Cereals & Millets,2.7,82,,Supplier C,10,15:10.5,42,1.4,1,15,14,24,Adequate,Stock adequate. Review in 48 days
7435,oriental Instant Noodles - Tom Yam Flavour,Gourmet & World Food,"Pasta, Soup & Noodles",Koka,36,40,Imported Noodles,4,94,,Supplier B,3,15:10.5,20,0.666666667,0,2,8,22,Adequate,Stock adequate. Review in 138 days
2130,Popcorn - Extra Butter,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",American Garden ,240,240,Gourmet Popcorn,,17,,Supplier B,4,15:10.5,23,0.766666667,0,3,48,10,Adequate,Stock adequate. Review in 18 days
2359,Chocos Webs - Spiderman,Snacks & Branded Foods,Breakfast Cereals,Kelloggs,10,10,Kids Cereal,3.9,77,,Supplier A,9,15:10.5,4,0.133333333,0,1,2,20,Adequate,Stock adequate. Review in 570 days
12455,"Croissant - Cheese & Chilli, Mini","Bakery, Cakes & Dairy",Gourmet Breads,Fresho Signature,149,149,"Croissants, Bagels",,95,,Supplier C,9,15:10.5,15,0.5,0,5,29.8,10,Adequate,Stock adequate. Review in 180 days
15439,Madurai Jasmine & Mogra Handmade Luxury Soap,Beauty & Hygiene,Bath & Hand Wash,Oriental Botanics,275,275,Bathing Bars & Soaps,,77,,Supplier B,14,15:10.5,3,0.1,0,1,55,3,Adequate,Stock adequate. Review in 760 days
5047,Signature Champion No Gas Body Deodorant For Men,Beauty & Hygiene,Fragrances & Deos,Axe,212.5,250,Men's Deodorants,3.7,94,,Supplier B,13,15:10.5,24,0.8,0,11,50,10,Adequate,Stock adequate. Review in 104 days
12483,Cookies - Multigrain Breakfast,Snacks & Branded Foods,Biscuits & Cookies,Unibic,30,30,"Marie, Health, Digestive",4.1,81,,Supplier B,7,15:10.5,44,1.466666667,1,11,6,38,Adequate,Stock adequate. Review in 48 days
25843,Neem Face Wash,Beauty & Hygiene,Skin Care,Everyuth Naturals,188.1,220,Face Care,4,93,,Supplier B,13,15:10.5,25,0.833333333,0,11,44,11,Adequate,Stock adequate. Review in 98 days
9766,Food Package - Medium,Cleaning & Household,"Disposables, Garbage Bag",,50,50,"Aluminium Foil, Clingwrap",,10,,Supplier C,8,15:10.5,21,0.7,0,6,10,20,Adequate,Stock adequate. Review in 6 days
9915,Namkeen - Madras Mixture,Snacks & Branded Foods,Snacks & Namkeen,Townbus,50,50,Namkeen & Savoury Snacks,4.2,15,,Supplier A,10,15:10.5,36,1.2,1,13,10,27,Adequate,Stock adequate. Review in 2 days
15771,Vermicelli - Toasted,Snacks & Branded Foods,"Noodle, Pasta, Vermicelli",Savorit,65,65,Vermicelli,,40,,Supplier A,13,15:10.5,47,1.566666667,1,21,13,27,Adequate,Stock adequate. Review in 12 days
26468,Pro 3 Shaving Blades - For Men,Beauty & Hygiene,Men's Grooming,LetsShave,407.55,429,Shaving Care,,83,,Supplier B,14,15:10.5,33,1.1,1,16,85.8,9,Adequate,Stock adequate. Review in 61 days
13954,Jaggery/Bella - Cubes,"Foodgrains, Oil & Masala","Salt, Sugar & Jaggery",bb Royal,52,72,Sugar & Jaggery,,93,,Supplier A,9,15:10.5,35,1.166666667,1,11,14.4,22,Adequate,Stock adequate. Review in 70 days
9212,Kumuda - Sacred Lotus Rejuvenating Body Wash,Beauty & Hygiene,Bath & Hand Wash,Just Herbs,135,135,Shower Gel & Body Wash,4.3,17,,Supplier B,3,15:10.5,43,1.433333333,0,5,27,18,Adequate,Stock adequate. Review in 8 days
16915,Delhi Butter Paneer Masala,"Foodgrains, Oil & Masala",Masalas & Spices,Keya,70,140,Blended Masalas,4.3,31,,Supplier A,4,15:10.5,29,0.966666667,0,4,28,14,Adequate,Stock adequate. Review in 28 days
11603,Deep Clean Germ Protection Liquid Handwash Refill Pouch,Beauty & Hygiene,Bath & Hand Wash,Savlon,36,36,Hand Wash & Sanitizers,4.3,18,,Supplier A,13,15:10.5,38,1.266666667,1,17,7.2,32,Adequate,Stock adequate. Review in 1 days
16898,Eco Bake Cooking & Parchment Paper,Cleaning & Household,"Disposables, Garbage Bag",Oddy ,220,220,"Aluminium Foil, Clingwrap",4.3,53,,Supplier C,14,15:10.5,37,1.233333333,1,18,44,13,Adequate,Stock adequate. Review in 28 days
4651,Soft Centres Chocolate - Choco Mousse,Snacks & Branded Foods,Chocolates & Candies,Fabelle,76,80,Chocolates,4.5,56,,Supplier B,14,15:10.5,19,0.633333333,0,9,16,15,Adequate,Stock adequate. Review in 74 days
18098,Pickle - Andhra Avakaya With Garlic,Snacks & Branded Foods,Pickles & Chutney,Mother's Recipe,87,92,Lime & Mango Pickle,3.8,10,,Supplier C,9,15:10.5,43,1.433333333,1,14,18.4,22,Reorder,Place order for 22.0 units. Current stock (10) below reorder level (14)
13284,Pickled Sushi Ginger,Gourmet & World Food,Tinned & Processed Food,Japanese Choice,245,245,Tomatoes & Vegetables,3.3,61,,Supplier A,9,15:10.5,36,1.2,1,11,49,12,Adequate,Stock adequate. Review in 42 days
14128,Herbal Tea - Turmeric Ginger Long Leaf Pyramid Bags,Beverages,Tea,VAHDAM,199,199,Tea Bags,4.2,48,,Supplier B,7,15:10.5,40,1.333333333,1,10,39.8,14,Adequate,Stock adequate. Review in 28 days
19874,Tomato - Green,Fruits & Vegetables,Fresh Vegetables,Fresho,6,7.5,"Potato, Onion & Tomato",,99,,Supplier B,5,15:10.5,36,1.2,0,6,1.5,69,Adequate,Stock adequate. Review in 78 days
